formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId
1	C22H33N7O9	[M + H]+	C22H34N7O9+	Amino acids and Peptides	0.948	Oligopeptides	0.734	Purine nucleosides	0.348	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.981	Peptides	0.694	Oligopeptides	0.576	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosylamines; Alpha amino acid amides; Substituted imidazoles; N-substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	540.244	122	2.04	690678033437377710	690677263916791679	10343
1	C16H22N2O7	[M + H]+	C16H23N2O7+	Alkaloids	0.970	Tryptophan alkaloids	0.999	Simple indole alkaloids	0.977	Nucleosides, nucleotides, and analogues	0.954	Nucleoside and nucleotide analogues	0.950	1-pyranosylindoles	0.994			1-pyranosylindoles	0.994	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Indole-3-acetic acid derivatives; Indolyl carboxylic acids and derivatives; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Substituted pyrroles; Polyols; Benzenoids; Amines; 1,2-diols; Indoles; 1-pyranosylindoles; Nucleoside and nucleotide analogues; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; N-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355.151	122	2.04	690678040378951686	690677241053639315	10275
1	C13H20O3	[M + H]+	C13H21O3+	Fatty acids	0.794	Octadecanoids	0.613	Jasmonic acids	0.656	Organic acids and derivatives	0.913	Carboxylic acids and derivatives	0.876	Carboxylic acid derivatives	0.507			Carboxylic acid derivatives	0.507	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	225.149	123	2.04	690678041276533063	690677222133132946	10187
1	C24H38N4O6	[M + H]+	C24H39N4O6+	Amino acids and Peptides	0.984	Oligopeptides	0.959	Cyclic peptides	0.599	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.979	Peptides	0.886	Oligopeptides	0.615	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	479.288	123	2.05	690678044132854614	690677261572175563	10344
1	C14H14N2O6	[M + H]+	C14H15N2O6+	Alkaloids	0.854	Tryptophan alkaloids	0.905	Simple indole alkaloids	0.277	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.897	Amino acids and derivatives	0.895	N-acyl-alpha amino acids	0.537	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted pyrroles; N-acyl-alpha amino acids; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	307.093	123	2.06	690678040454449203	690677232824414417	10399
1	C24H27N7O4S	[M + H]+	C24H28N7O4S+	Amino acids and Peptides	0.996	Small peptides	0.968	Dipeptides	0.807	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.997	Peptides	0.840	Peptides	0.840	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	510.191	123	2.06	690678041008097482	690677262834661167	10429
1	C16H18N2O4	[M + H]+	C16H19N2O4+	Amino acids and Peptides	0.987	Small peptides	0.524	Dipeptides	0.470	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.856	Amino acids and derivatives	0.852	Alpha amino acids and derivatives	0.862	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	303.134	124	2.07	690678044237712255	690677232203657390	10491
1	C13H17NO4	[M + H]+	C13H18NO4+	Alkaloids	0.129	Ornithine alkaloids	0.077	Pyrrolidine alkaloids	0.048	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.841	Amino acids and derivatives	0.840	Gamma amino acids and derivatives	0.943	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Gamma amino acids and derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	252.123	126	2.10	690678039460398993	690677224771350302	10568
1	C21H21N5O7S	[M + H]+	C21H22N5O7S+	Carbohydrates	0.868	Nucleosides	0.727	Purine nucleosides	0.767	Organic acids and derivatives	0.965	Carboxylic acids and derivatives	0.901	Amino acids, peptides, and analogues	0.804	Amino acids and derivatives	0.801	N-acyl-alpha amino acids and derivatives	0.503	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Lactams; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Diazines; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Benzenoids; Primary amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	488.123	127	2.12	690678056849985257	690677262088074995	10688
1	C15H24N2O4	[M + H]+	C15H25N2O4+	Amino acids and Peptides	0.703	Small peptides	0.249	Dipeptides	0.121	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.774	Amino acids and derivatives	0.766	N-acyl-alpha amino acids and derivatives	0.590	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	297.182	127	2.12	690678041981176325	690677231603871883	11212
1	C17H19NO3	[M + H]+	C17H20NO3+	Alkaloids	0.310	Lysine alkaloids	0.114	Piperidine alkaloids	0.192	Benzenoids	0.754							Benzenoids	0.754	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	286.144	127	2.12	690678045525363663	690677229561245720	10731
1	C14H28N2O4	[M + H]+	C14H29N2O4+	Amino acids and Peptides	0.968	Small peptides	0.966	Dipeptides	0.574	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.975	Amino acids and derivatives	0.973	N-acyl-alpha amino acids	0.666	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	289.213	127	2.12	690678042975226590	690677229863235628	10460
1	C12H18N6O4	[M + H]+	C12H19N6O4+	Carbohydrates	0.916	Nucleosides	0.905	Purine nucleosides	0.742	Organic acids and derivatives	0.789	Carboxylic acids and derivatives	0.614	Amino acids, peptides, and analogues	0.734	Amino acids and derivatives	0.727	Alpha amino acids and derivatives	0.587	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	311.147	128	2.13	690678042933283523	690677235148058873	10696
1	C14H24N5O2P	[M + H]+	C14H25N5O2P+	Amino acids and Peptides	0.995	Small peptides	0.998	Dipeptides	0.729	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.989	Amino acids and derivatives	0.989	N-acyl-alpha amino acids	0.822	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Primary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	326.171	128	2.14	690678042408995419	690677237769499048	10881
1	C9H15NO5	[M + H]+	C9H16NO5+	Amino acids and Peptides	0.847	Small peptides	0.946	Dipeptides	0.405	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.995	Amino acids and derivatives	0.994	N-acyl-alpha amino acids	0.933	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	218.103	129	2.14	690678046460693548	690677221386546799	10861
